0.395169 43.0664 69.8365 416.121
0.294013 14.6446 32.2909 257.041
0.358382 22.5948 45.856 305.519
0.427856 61.4164 86.0234 483.07
0.40537 52.8785 82.2629 455.953
0.329949 32.493 63.299 423.899
0.300043 27.1813 43.5964 306.678
0.460904 44.2901 76.5657 470.257
0.457599 26.9535 52.3037 348.163
0.398107 78.8423 108.836 593.804
0.339208 17.8404 35.7347 255.986
0.41968 33.9847 69.4773 464.605
0.455416 266.09 302.226 1221.93
0.387314 47.2834 70.6168 422.489
0.336992 38.4855 75.5778 491.386
0.382795 53.3237 73.1498 430.508
0.340708 22.9079 44.1241 307.369
0.490323 65.4779 97.7657 543.841
0.280192 36.5723 52.6127 332.052
0.369572 53.8829 81.5989 470.871
0.328201 13.0643 31.2252 242.972
0.407783 47.7472 90.6802 562.369
0.331299 44.7034 85.0226 552.807
0.236054 25.3003 39.0211 283.072
0.484402 27.401 57.1776 365.069
0.557611 85.5259 131.94 696.479
0.300818 17.6245 34.1834 260.003
0.357746 77.6058 116.663 710.053
0.376768 121.079 145.233 690.731
0.694838 94.2394 146.468 684.88
0.453195 40.8025 65.2737 392.529
0.523307 74.8398 121.38 665.294
0.504818 48.3128 98.8769 573.874
0.567391 48.2156 85.1709 470.832
0.564673 66.7176 97.9799 543.764
0.345384 26.2065 46.6332 324.713
0.238722 28.1953 57.118 419.099
0.512269 67.4913 110.791 595.075
0.495975 74.9311 123.511 655.074
0.440503 138.84 169.186 806.756
0.33534 27.8225 45.8773 321.791
0.37707 35.1674 60.2084 371.289
0.377642 49.909 69.9219 420.525
0.335492 18.0526 38.9492 287.636
0.298526 24.658 42.133 295.653
0.306493 37.2017 65.6116 438.397
0.385476 23.4845 42.0216 292.283
0.364002 29.7498 59.4249 401.734
0.385626 45.3308 72.8887 446.444
0.485204 69.0497 112.185 611.928
0.425623 26.322 48.6911 329.953
0.668395 68.1292 119.008 582.46
0.390711 31.3089 50.963 333.583
0.319944 27.521 50.2797 346.297
0.290537 21.7689 45.659 332.503
0.186013 13.7553 30.3473 250.997
0.23714 13.3062 29.6886 245.927
0.385127 46.2071 81.1762 526.293
0.379777 29.8814 52.8344 356.586
0.4062 95.4304 121.086 588.284
0.225142 9.81648 27.1588 235.409
