0.358743 49.4941 85.101 1675.19
0.331837 44.3012 71.3822 1473.18
0.418464 72.3997 103.78 1887.71
0.351449 51.5208 80.9889 1632.37
0.357893 107.667 154.007 2583.01
0.30146 31.46 67.5006 1524.02
0.533836 235.825 284.718 3727.93
0.389602 92.0499 140.279 2559.48
0.399173 50.1469 79.5527 1524.43
0.414947 40.1421 97.1571 2031.33
0.389045 295.068 340.972 4062.47
0.347883 39.8848 84.3134 1797.42
0.410528 70.3997 134.399 2423.72
0.378855 29.0351 63.3312 1383.83
0.377898 65.9396 101.774 1928.29
0.393584 105.595 152.95 2448.65
0.39305 64.4452 94.4585 1790.23
0.334374 49.9062 100.734 2066.39
0.344713 53.1534 110.053 2186.74
0.303264 206.214 252.682 3316.09
0.545953 88.1229 159.447 2606.03
0.365499 46.8524 86.3052 1738.34
0.353733 88.8174 137.892 2505.97
0.476886 165.513 213.409 3028.37
0.52625 199.094 238.043 3187.74
0.448915 32.8527 70.4281 1500.25
0.505883 83.5654 150.435 2485.2
0.34338 35.2305 69.7241 1545.99
0.340074 32.9152 81.3282 1805.87
0.21294 30.7494 58.7383 1427.69
0.303571 36.6733 68.1424 1514.74
0.402206 57.6843 110.481 2141.37
0.387408 41.2054 72.0885 1505.07
0.264067 88.0232 121.085 2142.72
0.622249 142.589 252.395 3672.8
0.493262 498.463 596.131 6668.94
0.415281 61.5103 100.36 1887.3
0.478407 75.4086 139.426 2400
0.409251 87.9333 140.199 2432.83
0.281513 156.716 195.846 2834.16
0.424471 79.0014 140.108 2491.54
0.415773 46.3908 87.9622 1826.23
0.328412 88.5722 134.532 2491.07
0.348399 61.6393 107.672 2165.56
0.430672 92.4362 129.756 2223.97
0.483112 39.9625 90.2747 1775.01
0.30107 34.993 67.7412 1496.15
0.418752 30.2194 73.0712 1578.55
0.432837 49.6002 91.1356 1779.29
0.573554 270.364 314.16 3808.23
0.473359 91.0872 139.556 2408.71
0.332047 171.993 212.931 2898.09
0.379809 65.5151 92.5286 1714.76
0.507053 92.6901 156.413 2708.19
0.305143 33.8473 67.3043 1545.79
0.389399 42.016 74.9599 1528.8
0.512794 378.225 433.434 4831.7
0.437963 36.9858 78.465 1620.81
0.436047 501.155 584.199 6900.59
0.399707 36.0077 71.6903 1506.62
0.483025 117.23 168.21 2657.51
0.386761 25.9063 59.4049 1318.36
0.398846 32.5432 66.9894 1490.72
0.274866 29.5628 67.1232 1577.08
0.490466 182.248 262.065 3861.62
0.305937 18.5223 44.7637 1124.03
0.53425 114.46 165.604 2627.27
0.47956 89.5902 137.671 2315.92
0.463968 67.6777 114.899 2067.62
0.383696 87.1504 129.766 2247.03
0.42147 42.0105 84.0212 1725.05
0.354322 59.3526 97.9827 1945.95
0.478634 43.2031 90.875 1789.19
0.403799 36.567 76.3313 1596.04
0.341268 39.4115 75.8634 1596.17
0.489867 138.291 180.391 2776.26
0.398977 59.6397 96.5243 1877.14
0.395827 69.1262 103.118 1888.32
0.438156 45.4659 90.3844 1756.4
0.295697 47.438 82.3586 1728.39
0.417567 49.0568 88.4649 1765.39
0.351931 33.6741 70.1947 1547.89
0.312629 53.6427 94.4884 1852.5
0.329731 33.5471 83.9578 1858.56
0.405068 33.9857 64.7568 1384.1
0.377107 40.8316 76.5198 1610.24
0.504336 292.708 339.673 4019.84
0.468885 197.486 241.493 3327.34
0.503638 116.595 155.692 2444.86
0.304968 100.931 131.072 2180.61
0.333806 142.725 185.947 2740.48
0.305165 22.0605 51.1137 1225.94
0.36934 33.0718 70.8673 1553.85
0.455254 29.6823 67.0479 1424.52
0.355718 70.1328 101.171 1863.21
0.356992 152.865 188.666 2774.87
0.330617 21.578 51.7772 1251.86
0.284114 27.3502 56.1918 1350.14
0.474314 56.2176 103.054 1904.72
0.452461 99.3182 164.255 2900.14
0.399094 36.6418 72.1671 1531.48
0.487567 95.2328 172.914 2874.94
0.572521 61.2185 126.376 2158.11
0.48598 56.0096 104.362 1953.96
0.464689 150.209 243.002 3591.08
0.308624 29.2736 55.7408 1284.42
0.385042 82.582 114.774 1998.08
0.434424 38.4671 73.7684 1521.8
0.387646 56.0928 98.9074 1907.05
0.316511 35.2463 70.0638 1526.16
0.385718 42.836 96.0091 1975.08
0.263303 46.3791 79.2596 1665.83
0.387058 100.576 132.171 2194.21
0.381665 35.5654 66.1353 1430.54
0.304929 36.5984 71.1683 1569.95
0.406005 77.039 142.431 2555.99
0.43588 83.1983 115.376 2000.58
0.421266 68.2492 114.362 2091.58
0.46314 169.392 251.301 3723.91
0.375006 63.9202 112.974 2166.35
0.498665 83.9829 128.819 2238.03
0.340046 140.836 175.942 2642.76
0.382327 46.4375 88.87 1801.66
0.401462 158.501 208.046 3155.33
0.37082 61.9705 98.8178 1805.69
0.479069 93.9854 170.699 2795.08
0.317044 37.4059 75.4783 1630.12
0.399566 28.8933 62.5626 1390.04
0.398306 35.0482 71.0931 1495.05
0.332862 25.7025 58.1278 1357.92
0.54106 94.5078 162.143 2618.3
0.37023 214.991 252.354 3162.93
0.479358 73.5274 111.66 2004.93
0.407852 33.8914 75.891 1652.88
