0.490487 16.3072 23.7784 179.863
0.309856 3.96211 6.85618 70.7047
0.331732 7.51228 10.8624 96.754
0.279532 5.18254 7.83897 77.4975
0.19928 4.78678 7.30439 74.4373
0.340672 9.21029 12.1805 106.032
0.517239 7.41779 11.538 99.5962
0.414827 14.2472 17.3601 138.682
0.33457 7.78476 10.6735 96.1309
0.482084 28.5722 32.756 231.875
0.267953 4.3726 7.09611 72.3911
0.18735 5.26199 7.81861 78.3747
0.507129 21.038 26.5895 195.992
0.427284 7.11969 10.2904 93.2255
0.235365 6.03217 8.62572 83.4168
0.209826 2.86894 5.48839 61.2117
0.337718 5.37745 8.02323 78.1952
0.62997 22.8304 28.2511 198.383
0.407177 5.29521 8.91401 84.8522
0.485312 11.9304 14.9178 120.55
0.309506 4.85193 8.44149 84.3778
0.426084 11.8702 14.8563 123.717
0.327863 10.9259 14.0571 118.802
0.473225 6.7773 10.3748 92.3267
0.37049 5.88444 9.05855 84.9808
0.418341 16.4456 23.8321 205.682
0.593959 20.8622 27.0241 210.737
0.40844 5.61013 8.84987 83.1997
0.671845 169.555 178.355 994.828
0.179172 2.35862 5.1348 58.8649
0.547631 17.1673 20.6538 156.502
0.595756 22.6044 29.6054 210.258
0.300481 15.6248 19.1221 154.046
0.490686 8.78257 12.4542 107.78
0.676157 36.1291 40.188 258.072
0.216284 3.55006 6.11172 65.7306
0.427491 9.63928 13.126 115.483
0.359044 7.72926 10.6466 97.7023
0.259764 7.62082 10.3079 94.6768
0.362262 7.09165 9.90023 91.1874
0.303298 5.55602 8.65106 82.7337
0.144062 2.56849 5.09689 58.4876
0.300202 20.9052 25.7572 200.56
0.690874 23.5075 32.703 224.185
0.29896 3.76632 7.07663 73.2652
0.494287 8.56447 12.1684 105.232
0.364396 6.13492 9.0459 84.5566
0.277763 23.7923 28.8657 220.586
0.299288 5.29758 7.84226 77.4004
0.449324 8.09291 11.6664 100.796
0.445136 8.33381 13.6239 122.644
0.377645 5.64366 8.7562 82.7591
0.442883 6.90341 10.2493 92.5206
0.796404 24.1864 33.7484 228.2
0.494575 7.97758 11.7508 100.619
0.311831 3.76079 6.70864 69.6617
0.453702 7.31913 10.8489 97.231
0.208915 3.14415 5.65526 62.4384
0.339748 4.95999 7.906 77.1049
0.318659 13.8603 17.098 139.777
0.215082 3.56991 6.15254 66.3315
0.23209 5.3893 7.94338 79.0127
0.111741 2.12253 4.67702 55.3966
0.150423 3.7221 6.22965 67.1863
