0 97.771 1 0 0 0 1 0 0 0 0 0 0 0 0
0.008 97.771 1 0 0 -0.219046 0.975715 0 0 0.00632626 0 0 32.0489 0 0
0.016 97.771 1 0 0 -0.212319 0.977201 0 0 0.00612896 0 0 -23.7787 -0 0
0.024 97.771 1 0 0 -0.0493259 0.998783 0 0 0.00141432 0 0 -51.4429 -0 0
0.032 97.771 1 0 0 0.18615 0.982521 0 0 -0.00536319 0 0 -63.7247 0 0
0.04 97.771 1 0 0 0.439638 0.898175 0 0 -0.0130398 0 0 -68.8283 0 0
0.048 97.771 1 0 0 0.669548 0.742769 0 0 -0.0210161 0 0 -69.7263 0 0
0.056 97.771 1 0 0 0.845485 0.533999 0 0 -0.0288624 0 0 -66.964 0 0
0.064 97.771 1 0 0 0.952089 0.305822 0 0 -0.0360966 0 0 -59.2713 0 0
0.072 97.771 1 0 0 0.994251 0.107074 0 0 -0.0419265 0 0 -42.5493 0 0
0.08 97.771 1 0 0 0.999969 0.00791694 0 0 -0.0447723 0 0 -7.44419 0 0
0.088 97.771 1 0 0 0.994434 0.105362 0 0 -0.0419757 0 0 50.7026 0 0
0.096 97.771 1 0 0 0.934057 0.357124 0 0 -0.0345376 0 0 60.1231 0 0
0.104 97.771 1 0 0 0.891561 0.4529 0 0 -0.0315351 0 0 -1.11603 0 0
0.112 97.771 1 0 0 0.933874 0.357601 0 0 -0.0345229 0 0 -41.116 0 0
0.12 97.771 1 0 0 0.987862 0.155331 0 0 -0.0405307 0 0 -59.148 0 0
0.128 97.771 1 0 0 0.99495 -0.100368 0 0 -0.047879 0 0 -67.0485 0 0
0.136 97.771 1 0 0 0.930131 -0.367228 0 0 -0.0557717 0 0 -69.7504 0 0
0.144 97.771 1 0 0 0.793743 -0.608254 0 0 -0.0637316 0 0 -68.7589 0 0
0.152 97.771 1 0 0 0.606634 -0.794981 0 0 -0.0713269 0 0 -63.688 0 0
0.16 97.771 1 0 0 0.408208 -0.912889 0 0 -0.0779537 0 0 -52.0123 0 0
0.168 97.771 1 0 0 0.25937 -0.965778 0 0 -0.0824826 0 0 -27.1397 0 0
0.176 97.771 1 0 0 0.252435 -0.967614 0 0 -0.0826881 0 0 21.9422 0 0
0.184 97.771 1 0 0 0.450307 -0.892874 0 0 -0.0766176 0 0 69.5361 0 0
0.192 97.771 1 0 0 0.627404 -0.778694 0 0 -0.0705701 0 0 28.35 0 0
0.2 97.771 1 0 0 0.612695 -0.790319 0 0 -0.0711071 0 0 -25.9664 0 0
0.208 97.771 1 0 0 0.469876 -0.882732 0 0 -0.0759854 0 0 -52.418 0 0
0.216 97.771 1 0 0 0.247432 -0.968905 0 0 -0.0828356 0 0 -64.1536 0 0
0.224 97.771 1 0 0 -0.0189551 -0.99982 0 0 -0.0905418 0 0 -68.9754 0 0
0.232 97.771 1 0 0 -0.293119 -0.956076 0 0 -0.0985217 0 0 -69.6721 0 0
0.24 97.771 1 0 0 -0.540194 -0.841541 0 0 -0.106348 0 0 -66.6875 0 0
0.248 97.771 1 0 0 -0.732066 -0.681234 0 0 -0.11353 0 0 -58.6365 0 0
0.256 97.771 1 0 0 -0.852576 -0.522603 0 0 -0.119246 0 0 -41.1972 0 0
